,ga39ctwt,1d4re0ad,mpd2frts,4az64w4q,37by9dir,h7udjcx2,b6pnq4yq,i7yj4kr7,qi6r9wr5,uolo3xz3,8wzntyd4,3uk3zs1d,jq335aer,laah2diu,2eynw9k6,3hlx1rmo,zsda2pql,8rt74789,2itiwovo,6kccytn3
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.1077437475323677,0.02706874907016754,0.3168579041957855,0.21048235893249512,0.0400562509894371,0.0,0.08732499927282333,0.0,0.0,0.16833749413490295,0.07985000312328339,0.07443124800920486,0.05626250058412552,0.08940625190734863,0.03826874867081642,0.18335625529289246,0.024812500923871994,0.03758750110864639,0.1875687539577484
8,0.0,0.1077437475323677,0.02706874907016754,0.32014501094818115,0.21048235893249512,0.0400562509894371,0.0,0.08732499927282333,0.0,0.0,0.19768889248371124,0.07985000312328339,0.07443124800920486,0.05626250058412552,0.08940625190734863,0.03826874867081642,0.18335625529289246,0.024812500923871994,0.09044117480516434,0.1875687539577484
9,0.0,0.1077437475323677,0.02706874907016754,0.36415454745292664,0.24639444053173065,0.0400562509894371,0.0,0.08732499927282333,0.0,0.0,0.19768889248371124,0.07985000312328339,0.07443124800920486,0.05626250058412552,0.08940625190734863,0.03826874867081642,0.1725705862045288,0.024812500923871994,0.09044117480516434,0.17653529345989227
10,0.0,0.10140588134527206,0.02706874907016754,0.36415454745292664,0.259484201669693,0.037700001150369644,0.0,0.08732499927282333,0.07271111011505127,0.0,0.22272105515003204,0.13738888502120972,0.10426666587591171,0.09271764755249023,0.08940625190734863,0.0737176463007927,0.1981888860464096,0.024812500923871994,0.16216842830181122,0.15795263648033142
11,0.0,0.13082778453826904,0.05820000171661377,0.36415454745292664,0.24496521055698395,0.037700001150369644,0.0,0.11117777973413467,0.07271111011505127,0.03616470471024513,0.23103000223636627,0.16038420796394348,0.12729999423027039,0.11697222292423248,0.08414705842733383,0.1113947331905365,0.20964999496936798,0.024812500923871994,0.20945000648498535,0.17903999984264374
12,0.0,0.16833636164665222,0.05820000171661377,0.3338083326816559,0.2432280033826828,0.037700001150369644,0.0,0.11117777973413467,0.07271111011505127,0.03616470471024513,0.21780799329280853,0.1806904822587967,0.12093500047922134,0.13960908353328705,0.08414705842733383,0.1113947331905365,0.18230435252189636,0.024812500923871994,0.24799615144729614,0.17650869488716125
13,0.0,0.1699499934911728,0.05820000171661377,0.2967185080051422,0.2432280033826828,0.037700001150369644,0.0,0.10006000101566315,0.07271111011505127,0.03616470471024513,0.22459615767002106,0.19027727842330933,0.12093500047922134,0.13960908353328705,0.07947222143411636,0.1113947331905365,0.20576250553131104,0.04096111282706261,0.2554857134819031,0.17650869488716125
14,0.013558823615312576,0.18777407705783844,0.0595100000500679,0.2861214280128479,0.23176786303520203,0.037700001150369644,0.0,0.10689565539360046,0.07271111011505127,0.03616470471024513,0.2428250014781952,0.17442083358764648,0.12093500047922134,0.13960908353328705,0.08663181960582733,0.12033809721469879,0.20576250553131104,0.04096111282706261,0.2707931101322174,0.17872083187103271
15,0.007203124929219484,0.17598529160022736,0.037193749099969864,0.24086666107177734,0.20704412460327148,0.025290625169873238,0.0,0.09013333171606064,0.04089999943971634,0.022478124126791954,0.20699411630630493,0.14007499814033508,0.07558437436819077,0.11208485066890717,0.08705151826143265,0.09848787635564804,0.14964544773101807,0.02304062433540821,0.23627221584320068,0.15046364068984985
16,0.007203124929219484,0.1958514302968979,0.037193749099969864,0.23435676097869873,0.2198694497346878,0.050518181174993515,0.0,0.09013333171606064,0.04089999943971634,0.022478124126791954,0.20107999444007874,0.14007499814033508,0.07558437436819077,0.12623529136180878,0.08705151826143265,0.09848787635564804,0.1644117683172226,0.02304062433540821,0.2526324391365051,0.15046364068984985
17,0.007203124929219484,0.1958514302968979,0.037193749099969864,0.24622438848018646,0.22843420505523682,0.050518181174993515,0.0,0.12386856973171234,0.04089999943971634,0.022478124126791954,0.20107999444007874,0.1909722238779068,0.07558437436819077,0.12623529136180878,0.08705151826143265,0.09848787635564804,0.15971428155899048,0.0383545458316803,0.2514025568962097,0.1460382342338562
18,0.007203124929219484,0.1929684281349182,0.056169696152210236,0.24622438848018646,0.25732141733169556,0.04903235286474228,0.0,0.17616750299930573,0.03849411755800247,0.021796969696879387,0.20602431893348694,0.19952307641506195,0.10664166510105133,0.14319999516010284,0.08705151826143265,0.1432138830423355,0.157150000333786,0.0383545458316803,0.2763955593109131,0.16115263104438782
