,bsk7lum8,ys69ngy0,s4nn90t3,aeha9jo1,gkz7el1i,i9nytt86,xbvuyvwm,dkjwo9u2,tyrpu0bn,ob6by580,den5cvoc,bjtv8lf0,1ol5yfut,rgdykvvo,giz87g55,l2qyvs5l,w9jpo4z4,o1lakdgx,yddzu24x,o9o9tk8m,woiso9h2,qg0k9ktz,xte5cov3,16djsig9,ovmgvk2c,idqqhrjk,8q1mbvkq,pu1n6qag,egwrhcm2,1t8gk6mj
0,0.0,0.0,0.0,0.6471999883651733,0.0,0.0,0.0,0.5644000172615051,0.0,0.0,0.0,0.0,0.0,0.7965999841690063,0.8379999995231628,0.0,0.0,0.6471999883651733,0.0,0.5428000092506409,0.0,0.0,0.7552000284194946,0.8379999995231628,0.0,0.0,0.0,0.0,0.0,0.5824000239372253
1,0.033025000244379044,0.043549999594688416,0.03454999998211861,0.040449999272823334,0.021774999797344208,0.02397499978542328,0.049800001084804535,0.08152499794960022,0.0,0.0,0.030774999409914017,0.047600001096725464,0.02267500013113022,0.0995749980211258,0.05237499997019768,0.007600000128149986,0.01952500082552433,0.040449999272823334,0.0,0.04895000159740448,0.0,0.023125000298023224,0.07167500257492065,0.13047058880329132,0.0,0.0,0.024700000882148743,0.0,0.01772500015795231,0.04287499934434891
2,0.031082352623343468,0.043549999594688416,0.03454999998211861,0.03807058930397034,0.021774999797344208,0.06762352585792542,0.049800001084804535,0.07672940939664841,0.0,0.0,0.030774999409914017,0.07672940939664841,0.02267500013113022,0.11943157762289047,0.09211111068725586,0.007600000128149986,0.01952500082552433,0.06491111218929291,0.0,0.0846666693687439,0.0,0.06470588594675064,0.09246666729450226,0.1232222244143486,0.045270588248968124,0.03383529558777809,0.024700000882148743,0.0,0.06089411675930023,0.04035294055938721
3,0.02706249989569187,0.021774999797344208,0.027149999514222145,0.03972499817609787,0.010887499898672104,0.058912500739097595,0.05328749865293503,0.04076249897480011,0.026612499728798866,0.008750000037252903,0.015387499704957008,0.04076249897480011,0.01133750006556511,0.08213750272989273,0.05181249976158142,0.003800000064074993,0.009762500412762165,0.04987499862909317,0.007625000085681677,0.06926249712705612,0.0,0.04492500051856041,0.07333750277757645,0.08658181875944138,0.024049999192357063,0.028412500396370888,0.02681249938905239,0.02616249956190586,0.04098749905824661,0.03311249986290932
4,0.026242423802614212,0.05689143016934395,0.04430302977561951,0.04784705862402916,0.029842425137758255,0.057127274572849274,0.08919999748468399,0.03952727094292641,0.060594286769628525,0.008750000037252903,0.015387499704957008,0.05612941086292267,0.03049696981906891,0.07509714365005493,0.048764705657958984,0.003800000064074993,0.02646060660481453,0.052468571811914444,0.007625000085681677,0.09252221882343292,0.0,0.07198856770992279,0.08317714184522629,0.08942857384681702,0.023321211338043213,0.031018182635307312,0.02681249938905239,0.02616249956190586,0.05888235196471214,0.0321090891957283
5,0.03773333504796028,0.048124998807907104,0.046833332628011703,0.04630833491683006,0.020516667515039444,0.03927500173449516,0.07475833594799042,0.041991665959358215,0.05339166522026062,0.005833333358168602,0.01796666719019413,0.04559166729450226,0.03359166532754898,0.062991663813591,0.047991666942834854,0.0025333333760499954,0.023125000298023224,0.03825833275914192,0.005083333235234022,0.07978333532810211,0.0,0.06528333574533463,0.06423333287239075,0.06995918601751328,0.01603333279490471,0.021324999630451202,0.017875000834465027,0.0345551036298275,0.05016666650772095,0.027683332562446594
6,0.055569231510162354,0.051746152341365814,0.050992000848054886,0.04445600137114525,0.02009795978665352,0.05251999944448471,0.10607407242059708,0.054407998919487,0.050250981003046036,0.005833333358168602,0.028248000890016556,0.04376799985766411,0.05208799988031387,0.07417692244052887,0.06654615700244904,0.0025333333760499954,0.022653061896562576,0.0360078439116478,0.005083333235234022,0.08402222394943237,0.0,0.08427924662828445,0.06405384838581085,0.0672156885266304,0.015706121921539307,0.03068000078201294,0.031526532024145126,0.04500799998641014,0.0826076939702034,0.027118368074297905
7,0.0624738447368145,0.04204374924302101,0.07829253375530243,0.0390937514603138,0.019368749111890793,0.04740922898054123,0.09470153599977493,0.044462498277425766,0.046162500977516174,0.010606249794363976,0.030706249177455902,0.050523076206445694,0.06570302695035934,0.07287384569644928,0.07758181542158127,0.007793750148266554,0.026356922462582588,0.028693750500679016,0.0038125000428408384,0.08380624651908875,0.006049999967217445,0.07313846051692963,0.05204375088214874,0.07367999851703644,0.014093750156462193,0.0264312494546175,0.024137500673532486,0.05538787692785263,0.08385074883699417,0.026599999517202377
8,0.08543013781309128,0.03957058861851692,0.09656338393688202,0.04657313600182533,0.019070768728852272,0.04599402844905853,0.10316111147403717,0.06745142489671707,0.05137646943330765,0.021175384521484375,0.02977575734257698,0.04975757747888565,0.06472238898277283,0.09101971983909607,0.09338027983903885,0.007793750148266554,0.026356922462582588,0.0318567156791687,0.0038125000428408384,0.1312883049249649,0.006049999967217445,0.11864736676216125,0.05492571368813515,0.07857970893383026,0.022709090262651443,0.03415522351861,0.023766154423356056,0.08642816543579102,0.09027428925037384,0.02619076892733574
9,0.08912771195173264,0.03528999909758568,0.0969238132238388,0.04656999930739403,0.015495000407099724,0.040701232850551605,0.10607529431581497,0.07154074311256409,0.051614999771118164,0.021379999816417694,0.02456500008702278,0.060117073357105255,0.061248779296875,0.09410244226455688,0.08987952023744583,0.008294999599456787,0.024162963032722473,0.026680000126361847,0.0030499999411404133,0.17161817848682404,0.016148148104548454,0.13773953914642334,0.04805999994277954,0.06931707262992859,0.018735000863671303,0.033975306898355484,0.02127999998629093,0.08214458078145981,0.09759058803319931,0.02127999998629093
10,0.11922553181648254,0.03360952436923981,0.11267391592264175,0.044886745512485504,0.02331707254052162,0.04818571358919144,0.11847032606601715,0.06946511566638947,0.05323721095919609,0.023219512775540352,0.023965854197740555,0.07449767738580704,0.08112272620201111,0.11758681386709213,0.1144043505191803,0.008294999599456787,0.04958588257431984,0.027137350291013718,0.0030499999411404133,0.2340800017118454,0.016148148104548454,0.16686061024665833,0.044706977903842926,0.10550869256258011,0.018278049305081367,0.04076666757464409,0.02101728320121765,0.10150329768657684,0.12294945120811462,0.02101728320121765
11,0.12695999443531036,0.03490416705608368,0.13220399618148804,0.04157499969005585,0.0217458326369524,0.04979381337761879,0.15087200701236725,0.06286122649908066,0.04769166558980942,0.019628865644335747,0.020470833405852318,0.07599599659442902,0.09831999987363815,0.133200004696846,0.14207999408245087,0.0069125001318752766,0.06267879158258438,0.023462500423192978,0.002541666617617011,0.32507601380348206,0.013484535738825798,0.219868004322052,0.04300416633486748,0.1115799993276596,0.015612499788403511,0.04200412333011627,0.017733333632349968,0.10471999645233154,0.13131999969482422,0.017733333632349968
12,0.16157999634742737,0.033507999032735825,0.17336000502109528,0.04836399853229523,0.038679998368024826,0.05110799893736839,0.19181199371814728,0.08261200040578842,0.05525600165128708,0.019428571686148643,0.020053060725331306,0.1234159991145134,0.11723200231790543,0.18147599697113037,0.17007599771022797,0.0069125001318752766,0.0676959976553917,0.022751515731215477,0.002541666617617011,0.4437119960784912,0.013484535738825798,0.30819201469421387,0.03229200094938278,0.11924000084400177,0.015293877571821213,0.046487998217344284,0.023681633174419403,0.1257600039243698,0.1568399965763092,0.01755051501095295
13,0.25598400831222534,0.02653999999165535,0.1973399966955185,0.06040000170469284,0.0491040013730526,0.060711998492479324,0.2526159882545471,0.08620399981737137,0.05640000104904175,0.019039999693632126,0.020479999482631683,0.16129599511623383,0.13526399433612823,0.19860799610614777,0.18811599910259247,0.005419999826699495,0.06948799639940262,0.018456000834703445,0.0024399999529123306,0.5393760204315186,0.013079999946057796,0.41402798891067505,0.03990799933671951,0.1348479986190796,0.014987999573349953,0.05039599910378456,0.0225600004196167,0.18158799409866333,0.18734000623226166,0.01016400009393692
14,0.32811999320983887,0.02653999999165535,0.21476800739765167,0.06616000086069107,0.06517200171947479,0.08383599668741226,0.3339959979057312,0.14188799262046814,0.05607600137591362,0.02587199956178665,0.020479999482631683,0.2402919977903366,0.13971200585365295,0.23330000042915344,0.23423999547958374,0.005419999826699495,0.08231599628925323,0.018456000834703445,0.0024399999529123306,0.6431999802589417,0.019912000745534897,0.5047159790992737,0.03473199903964996,0.1790360063314438,0.014987999573349953,0.05559999868273735,0.0264040008187294,0.25301599502563477,0.252564013004303,0.01016400009393692
15,0.4230639934539795,0.03303999826312065,0.25477999448776245,0.08517199754714966,0.06959199905395508,0.11371199786663055,0.412227988243103,0.2017039954662323,0.07156000286340714,0.026771999895572662,0.022379999980330467,0.31602799892425537,0.16052399575710297,0.27316799759864807,0.2608399987220764,0.007031999994069338,0.09015599638223648,0.008968000300228596,0.0,0.6818640232086182,0.024676000699400902,0.6313920021057129,0.034804001450538635,0.24173200130462646,0.011819999665021896,0.06135199964046478,0.03377600014209747,0.3398439884185791,0.2775000035762787,0.006428000051528215
16,0.5052520036697388,0.03303999826312065,0.24765199422836304,0.10473199933767319,0.09684000164270401,0.13303999602794647,0.5227959752082825,0.24952000379562378,0.09230799973011017,0.030616000294685364,0.03129199892282486,0.40334001183509827,0.17917600274085999,0.3174000084400177,0.30767199397087097,0.025655999779701233,0.10706000030040741,0.008968000300228596,0.0,0.7221760153770447,0.03502799943089485,0.6943119764328003,0.029160000383853912,0.30702799558639526,0.016168000176548958,0.10482800006866455,0.04373199865221977,0.3761560022830963,0.3477639853954315,0.006428000051528215
17,0.6091160178184509,0.01690799929201603,0.27961599826812744,0.14615599811077118,0.11774399876594543,0.1896039992570877,0.5978320240974426,0.3281799852848053,0.1553719937801361,0.035891998559236526,0.028591999784111977,0.5066400170326233,0.1996999979019165,0.3223319947719574,0.3645319938659668,0.028124000877141953,0.13316400349140167,0.006564000155776739,0.0,0.7584840059280396,0.036423999816179276,0.7568280100822449,0.029052000492811203,0.39921998977661133,0.017240000888705254,0.12436000257730484,0.0548040010035038,0.42298799753189087,0.40133199095726013,0.0037360000424087048
18,0.6589080095291138,0.01690799929201603,0.30073198676109314,0.16794799268245697,0.18807199597358704,0.23206399381160736,0.6590279936790466,0.46221598982810974,0.21174800395965576,0.037331998348236084,0.03175999969244003,0.5657039880752563,0.22101600468158722,0.34040001034736633,0.38776400685310364,0.03884400054812431,0.17551599442958832,0.006564000155776739,0.0,0.8034399747848511,0.03739599883556366,0.8039519786834717,0.033587999641895294,0.5336319804191589,0.02935599908232689,0.16912400722503662,0.04793599992990494,0.5025720000267029,0.4516119956970215,0.0037360000424087048
19,0.7101399898529053,0.013100000098347664,0.32516801357269287,0.20503999292850494,0.26552000641822815,0.26075199246406555,0.7123280167579651,0.5783560276031494,0.26520800590515137,0.045559998601675034,0.026232000440359116,0.6361600160598755,0.24568000435829163,0.374532014131546,0.4394280016422272,0.057071998715400696,0.20157599449157715,0.011803999543190002,0.0,0.8475760221481323,0.036107998341321945,0.8642079830169678,0.04106000065803528,0.60589200258255,0.03384799882769585,0.21978400647640228,0.055112000554800034,0.5878159999847412,0.47567999362945557,0.0
20,0.7761480212211609,0.013100000098347664,0.355787992477417,0.255403995513916,0.2963320016860962,0.2984920144081116,0.7253440022468567,0.6473360061645508,0.30646398663520813,0.0439319983124733,0.029788000509142876,0.7120440006256104,0.29653599858283997,0.3860360085964203,0.5387799739837646,0.07034000009298325,0.2334119975566864,0.011803999543190002,0.0,0.8815600275993347,0.0547959990799427,0.9011440277099609,0.035920001566410065,0.6936920285224915,0.042904000729322433,0.23283599317073822,0.07140400260686874,0.62391597032547,0.49522000551223755,0.0
21,0.8067759871482849,0.013675999827682972,0.35653600096702576,0.2873319983482361,0.32507601380348206,0.35259199142456055,0.7560719847679138,0.7372080087661743,0.46168801188468933,0.05535599961876869,0.029788000509142876,0.7824239730834961,0.3501479923725128,0.4119040071964264,0.6577960252761841,0.07152000069618225,0.3107520043849945,0.012839999981224537,0.0,0.89055997133255,0.06280799955129623,0.9141039848327637,0.035920001566410065,0.7664039731025696,0.05079999938607216,0.29811200499534607,0.07251200079917908,0.7348759770393372,0.506928026676178,0.0
