,h39ritjy,f296q1jm,xa7igyfe,ell3k3p7,m9b81c49,m0gi183a,8jihiz9c,vpilaszh,pozpwogc,3r8bozp9,q9nchu7v,gmfzhi6v,3eo2gvfz,0dc2v6ee,dtg6kyjm,4aq12ul6,pkxvzooq,ff86z4ot,4i0mns02,3gv0xb1x
7,0.02199999988079071,0.23637646436691284,0.1126352921128273,0.07280624657869339,0.10298823565244675,0.07848750054836273,0.0354437492787838,0.30592501163482666,0.11044374853372574,0.10048124939203262,0.20473332703113556,0.033025000244379044,0.11150625348091125,0.12665624916553497,0.0,0.018568750470876694,0.10654705762863159,0.05980625003576279,0.10436250269412994,0.1304749995470047
8,0.02199999988079071,0.23637646436691284,0.1126352921128273,0.10505882650613785,0.10298823565244675,0.07848750054836273,0.0354437492787838,0.38334783911705017,0.16713333129882812,0.10048124939203262,0.24147368967533112,0.033025000244379044,0.11150625348091125,0.21129444241523743,0.0,0.018568750470876694,0.10654705762863159,0.05980625003576279,0.09822352975606918,0.1304749995470047
9,0.02199999988079071,0.23637646436691284,0.1491333395242691,0.10505882650613785,0.17794211208820343,0.11792352795600891,0.0354437492787838,0.43623703718185425,0.22931499779224396,0.10048124939203262,0.249466672539711,0.05358823388814926,0.1049470603466034,0.2251800000667572,0.0,0.06147646903991699,0.10654705762863159,0.05980625003576279,0.09822352975606918,0.17133888602256775
10,0.02199999988079071,0.2069142907857895,0.1491333395242691,0.19139523804187775,0.20333999395370483,0.1802150011062622,0.0354437492787838,0.42065712809562683,0.22931499779224396,0.0945705845952034,0.26995909214019775,0.05358823388814926,0.1049470603466034,0.27596086263656616,0.03981764614582062,0.18062856793403625,0.10654705762863159,0.056288234889507294,0.09822352975606918,0.17900000512599945
11,0.02199999988079071,0.25130000710487366,0.18158094584941864,0.21010908484458923,0.20333999395370483,0.17163333296775818,0.0624111108481884,0.44664061069488525,0.2573227286338806,0.12007222324609756,0.2954782545566559,0.08046666532754898,0.12540526688098907,0.2880541682243347,0.03981764614582062,0.22897499799728394,0.13258333504199982,0.08526666462421417,0.0927666649222374,0.20361904799938202
12,0.04474705830216408,0.25130000710487366,0.1937863677740097,0.22183477878570557,0.19966818392276764,0.184904545545578,0.08546841889619827,0.48164865374565125,0.2687956392765045,0.13097499310970306,0.34218212962150574,0.08046666532754898,0.1575714349746704,0.2880541682243347,0.03981764614582062,0.2762444317340851,0.13258333504199982,0.1071210503578186,0.12525999546051025,0.21479564905166626
13,0.04226111248135567,0.28843462467193604,0.1937863677740097,0.22183477878570557,0.21877500414848328,0.184904545545578,0.08546841889619827,0.48100000619888306,0.2696000039577484,0.1539304405450821,0.334823340177536,0.08046666532754898,0.17400434613227844,0.28895384073257446,0.03981764614582062,0.26637858152389526,0.1256052702665329,0.1071210503578186,0.12525999546051025,0.21479564905166626
14,0.04226111248135567,0.27596786618232727,0.19842083752155304,0.2230679988861084,0.25608277320861816,0.18926666676998138,0.08546841889619827,0.4796930253505707,0.3122028708457947,0.18430833518505096,0.3240225911140442,0.08046666532754898,0.18547306954860687,0.2741206884384155,0.04741111025214195,0.3066515028476715,0.12677273154258728,0.1057952344417572,0.15131428837776184,0.2259555608034134
15,0.023771874606609344,0.2653871774673462,0.1494363695383072,0.2306189239025116,0.22528378665447235,0.18418000638484955,0.058656249195337296,0.4575469493865967,0.31829750537872314,0.13009999692440033,0.3061850070953369,0.045262500643730164,0.1870861053466797,0.24982941150665283,0.026668749749660492,0.273499995470047,0.08451515436172485,0.08519090712070465,0.09629090875387192,0.19650571048259735
16,0.023771874606609344,0.2821100056171417,0.1494363695383072,0.2408333271741867,0.2240000069141388,0.2106432467699051,0.0838545486330986,0.47181153297424316,0.34263408184051514,0.13009999692440033,0.3331809639930725,0.045262500643730164,0.23498718440532684,0.2514432370662689,0.026668749749660492,0.3054425120353699,0.1071000024676323,0.10764999687671661,0.11051428318023682,0.23777104914188385
17,0.023771874606609344,0.3251155614852905,0.14504118263721466,0.2679658532142639,0.2470950037240982,0.2506634294986725,0.10595588386058807,0.4791482090950012,0.37839388847351074,0.1665777713060379,0.32761111855506897,0.04389090836048126,0.2667880952358246,0.26959267258644104,0.026668749749660492,0.3484717309474945,0.1071000024676323,0.11054285615682602,0.17275898158550262,0.292342871427536
18,0.023771874606609344,0.3370428681373596,0.14504118263721466,0.3090187609195709,0.2410682886838913,0.27344319224357605,0.12332285940647125,0.4933639466762543,0.3967176377773285,0.17392104864120483,0.3428957462310791,0.04389090836048126,0.277330219745636,0.27218836545944214,0.025860605761408806,0.35521200299263,0.1071000024676323,0.1375081092119217,0.2240930199623108,0.31539130210876465
19,0.04080909118056297,0.36144423484802246,0.12977369129657745,0.3427777886390686,0.2549976706504822,0.32587143778800964,0.1256999969482422,0.4878746271133423,0.39822885394096375,0.17412683367729187,0.33575206995010376,0.04259999841451645,0.2790866792201996,0.2786043584346771,0.03974117711186409,0.3627074062824249,0.11637777835130692,0.15339000523090363,0.22382955253124237,0.3322470486164093
20,0.039608824998140335,0.39378947019577026,0.1595560908317566,0.37313684821128845,0.2549976706504822,0.3539363741874695,0.1256999969482422,0.5042171478271484,0.40158334374427795,0.17412683367729187,0.31712692975997925,0.04259999841451645,0.3047653138637543,0.28948774933815,0.03974117711186409,0.363115519285202,0.12442432343959808,0.15339000523090363,0.24255000054836273,0.34428489208221436
21,0.03847714141011238,0.39502543210983276,0.18417273461818695,0.4064306318759918,0.25416457653045654,0.3527607023715973,0.1416441798210144,0.49586251378059387,0.38796451687812805,0.1847837269306183,0.3111433982849121,0.050025712698698044,0.2986699938774109,0.28728199005126953,0.05476388707756996,0.38054999709129333,0.13700975477695465,0.16640476882457733,0.25725919008255005,0.33644726872444153
22,0.0441611111164093,0.3994573652744293,0.17734041810035706,0.4255656599998474,0.25361818075180054,0.3533216714859009,0.1416441798210144,0.4958080053329468,0.39472153782844543,0.21036304533481598,0.3137090802192688,0.050025712698698044,0.29978489875793457,0.2856264114379883,0.06704749912023544,0.4034373164176941,0.13475555181503296,0.16899555921554565,0.2794148027896881,0.35016101598739624
23,0.033120833337306976,0.3905191123485565,0.16343137621879578,0.4354657828807831,0.2538627088069916,0.3584621250629425,0.13735200464725494,0.4830924868583679,0.4021304249763489,0.1939166635274887,0.2924406826496124,0.03880416601896286,0.28514915704727173,0.2810303568840027,0.07095306366682053,0.4072183072566986,0.1212799996137619,0.1671113222837448,0.2763775885105133,0.3555317521095276
24,0.033120833337306976,0.3935638964176178,0.18895740807056427,0.46348169445991516,0.2538627088069916,0.36391884088516235,0.1610666662454605,0.4888722896575928,0.41939467191696167,0.21369825303554535,0.3104628920555115,0.03880416601896286,0.2897147536277771,0.27729830145835876,0.08310800045728683,0.41447123885154724,0.1278686225414276,0.18908393383026123,0.28540655970573425,0.3574521839618683
25,0.033120833337306976,0.39781689643859863,0.1931232213973999,0.46092069149017334,0.27195245027542114,0.37161096930503845,0.18346551060676575,0.48168736696243286,0.41465064883232117,0.21942202746868134,0.31704092025756836,0.038012243807315826,0.2802281379699707,0.29232120513916016,0.12290926277637482,0.4183216094970703,0.1278686225414276,0.2069293111562729,0.2986656129360199,0.3894229829311371
26,0.033120833337306976,0.4040948748588562,0.1978396624326706,0.46907079219818115,0.2774507999420166,0.37161096930503845,0.2009606510400772,0.49242281913757324,0.41708889603614807,0.21222786605358124,0.32572638988494873,0.038012243807315826,0.2902769148349762,0.31832897663116455,0.1435946375131607,0.4132743775844574,0.14582036435604095,0.22361500561237335,0.3122071325778961,0.3894229829311371
27,0.032444898039102554,0.40575307607650757,0.19408166408538818,0.4741404354572296,0.273583322763443,0.3713506758213043,0.225683331489563,0.5006239414215088,0.41902804374694824,0.2160349190235138,0.3355720043182373,0.03725200146436691,0.28893381357192993,0.31032055616378784,0.15506206452846527,0.4212861955165863,0.1503053605556488,0.23127077519893646,0.3176352083683014,0.3758000135421753
28,0.03179600089788437,0.41931861639022827,0.20914839208126068,0.4733010530471802,0.2694999873638153,0.3765316307544708,0.2471536248922348,0.5078629851341248,0.42142587900161743,0.22259846329689026,0.3323012888431549,0.03725200146436691,0.2934352159500122,0.3146175742149353,0.1785721331834793,0.4253261387348175,0.17526230216026306,0.23344090580940247,0.3272486627101898,0.3959773778915405
29,0.031172549352049828,0.41476181149482727,0.20261250436306,0.48789799213409424,0.2615000009536743,0.36723455786705017,0.2471536248922348,0.4845679998397827,0.4222666621208191,0.2294970601797104,0.3483317196369171,0.040719229727983475,0.2931918799877167,0.31451600790023804,0.1814671903848648,0.427298903465271,0.2153363674879074,0.23772059381008148,0.32288533449172974,0.3960837125778198
30,0.030573077499866486,0.4175744354724884,0.2069271355867386,0.47640299797058105,0.26299595832824707,0.36774882674217224,0.2674347162246704,0.4881129860877991,0.43267369270324707,0.23469428718090057,0.3505178689956665,0.040719229727983475,0.2937487065792084,0.3103776276111603,0.18748030066490173,0.4272989332675934,0.21658428013324738,0.24015070497989655,0.317981481552124,0.41214269399642944
31,0.024840625002980232,0.4084967374801636,0.20993973314762115,0.4760870039463043,0.2716646194458008,0.375650554895401,0.2747400104999542,0.49005600810050964,0.42738598585128784,0.23120532929897308,0.3512195348739624,0.03308437392115593,0.2906048893928528,0.31111112236976624,0.19767466187477112,0.4246826469898224,0.21481487154960632,0.23710788786411285,0.3194529414176941,0.4044956564903259
32,0.024840625002980232,0.40051698684692383,0.21375657618045807,0.5001929998397827,0.2792578339576721,0.36477553844451904,0.2748313248157501,0.514494001865387,0.43304601311683655,0.22519999742507935,0.3557725250720978,0.03257538378238678,0.29320117831230164,0.31825411319732666,0.19825714826583862,0.42257899045944214,0.2262597382068634,0.24184875190258026,0.3439563810825348,0.38764166831970215
33,0.024840625002980232,0.39054301381111145,0.2162846177816391,0.5165659785270691,0.28538453578948975,0.3571760356426239,0.2956611216068268,0.514494001865387,0.44956400990486145,0.2266562432050705,0.3543705344200134,0.03257538378238678,0.296660453081131,0.3137528598308563,0.20149743556976318,0.4474579989910126,0.2444075047969818,0.2574426829814911,0.3439563810825348,0.40788599848747253
34,0.033225756138563156,0.39050599932670593,0.23677778244018555,0.5261780023574829,0.2858840823173523,0.35953980684280396,0.3085760772228241,0.5201389789581299,0.4595920145511627,0.24319764971733093,0.3577316403388977,0.03257538378238678,0.30100569128990173,0.3048413097858429,0.2069000005722046,0.4567919969558716,0.24628795683383942,0.26263371109962463,0.3495669960975647,0.4385170042514801
35,0.033225756138563156,0.3875899910926819,0.24282234907150269,0.5192739963531494,0.2902422249317169,0.36131399869918823,0.3052580654621124,0.5007969737052917,0.487296998500824,0.24287499487400055,0.35614800453186035,0.03208181634545326,0.2976236045360565,0.3247632682323456,0.2043137550354004,0.47552400827407837,0.250403493642807,0.25666478276252747,0.34926098585128784,0.46287500858306885
36,0.03224853053689003,0.400272011756897,0.25568461418151855,0.5256189703941345,0.2902422249317169,0.4028089940547943,0.3281579911708832,0.49038299918174744,0.49132901430130005,0.24749886989593506,0.35614800453186035,0.03208181634545326,0.2910824120044708,0.3315719962120056,0.21015365421772003,0.5001959800720215,0.25676482915878296,0.266593337059021,0.35311299562454224,0.4773299992084503
37,0.03564857318997383,0.40950700640678406,0.2798447906970978,0.5267239809036255,0.28087955713272095,0.4352410137653351,0.3281579911708832,0.4914270043373108,0.4808169901371002,0.2579537630081177,0.34918999671936035,0.031138235703110695,0.276836097240448,0.350039005279541,0.2076546549797058,0.4918609857559204,0.273258775472641,0.26868370175361633,0.3755260109901428,0.4811280071735382
38,0.03564857318997383,0.41238799691200256,0.27136465907096863,0.5274620056152344,0.27210208773612976,0.4454840123653412,0.3433069884777069,0.49021100997924805,0.4869470000267029,0.2638166546821594,0.35496899485588074,0.030686955899000168,0.2790539860725403,0.350039005279541,0.2076546549797058,0.4912559986114502,0.2856830060482025,0.2790908217430115,0.3766250014305115,0.49320700764656067
39,0.03119250014424324,0.44338899850845337,0.26865100860595703,0.5274620056152344,0.2678599953651428,0.44574400782585144,0.3567560017108917,0.48256000876426697,0.4976930022239685,0.26147300004959106,0.37742701172828674,0.026467500254511833,0.27360799908638,0.3595980107784271,0.20738084614276886,0.5066030025482178,0.317562997341156,0.2747960090637207,0.38558998703956604,0.4989219903945923
40,0.03119250014424324,0.44130900502204895,0.27420300245285034,0.5431690216064453,0.27660900354385376,0.4435110092163086,0.3567560017108917,0.4791559875011444,0.5076289772987366,0.25633299350738525,0.3849700093269348,0.026140740141272545,0.2772350013256073,0.37298399209976196,0.20815876126289368,0.5188350081443787,0.33976900577545166,0.3063269853591919,0.3997940123081207,0.5169879794120789
41,0.03588641807436943,0.4848099946975708,0.298101007938385,0.5400540232658386,0.27660900354385376,0.48371899127960205,0.3567560017108917,0.4818210005760193,0.5086079835891724,0.2713190019130707,0.3838280141353607,0.026140740141272545,0.2772350013256073,0.37894299626350403,0.21236363053321838,0.5199419856071472,0.36206498742103577,0.3245370090007782,0.41947799921035767,0.5271139740943909
42,0.03941666707396507,0.48642998933792114,0.298101007938385,0.5332750082015991,0.2827660143375397,0.49599701166152954,0.3651539981365204,0.4818210005760193,0.5066459774971008,0.27994200587272644,0.3738369941711426,0.026140740141272545,0.2858229875564575,0.3751179873943329,0.216621994972229,0.538366973400116,0.36625999212265015,0.3592810034751892,0.4515239894390106,0.5231890082359314
43,0.03941666707396507,0.48698699474334717,0.33334100246429443,0.5163530111312866,0.2968350052833557,0.49825599789619446,0.37898099422454834,0.47645699977874756,0.48992300033569336,0.28586599230766296,0.3746280074119568,0.025821952149271965,0.3080559968948364,0.3554050028324127,0.216621994972229,0.5480160117149353,0.3699049949645996,0.3737640082836151,0.4515239894390106,0.5086069703102112
44,0.04323176294565201,0.49644699692726135,0.32953301072120667,0.5163530111312866,0.310355007648468,0.4913159906864166,0.3753249943256378,0.4653950035572052,0.4857189953327179,0.3030039966106415,0.3746280074119568,0.025821952149271965,0.32643601298332214,0.36257800459861755,0.216621994972229,0.5399680137634277,0.39563900232315063,0.3960239887237549,0.48399099707603455,0.4967080056667328
45,0.04223792999982834,0.4959790110588074,0.3191710114479065,0.5124459862709045,0.31934699416160583,0.47306299209594727,0.3753249943256378,0.4653950035572052,0.4883289933204651,0.3112489879131317,0.3766619861125946,0.025207143276929855,0.32110700011253357,0.38347798585891724,0.2402770072221756,0.5260969996452332,0.4129039943218231,0.4011459946632385,0.47205498814582825,0.49962499737739563
46,0.03827812522649765,0.49830999970436096,0.3168390095233917,0.5124459862709045,0.3073570132255554,0.46600499749183655,0.3967840075492859,0.45580899715423584,0.4943160116672516,0.3156850039958954,0.38698700070381165,0.022056249901652336,0.3231410086154938,0.39835599064826965,0.27098000049591064,0.5306059718132019,0.4277380108833313,0.4078249931335449,0.4745739996433258,0.5021989941596985
