,uv5en6hc,s2drdkb8,n5wcezhr,d3puit29,9zbvrrzb,ymuzwqpj,mjzt6v1w,mp80ugg0,gbukrcrz,o4q8iit4,exxxhz3q,dn80e3qe,svdrz6qy,4770nzjh,6x1wxqia,4jrove8v,39vbpjpp,aaxg1eku,ivpn454d,m23jzch3,o4sop86l,cln4d0k4,3rdnyb9v,9kryu6t4,522d8y4d,1g9zty9g,nzuk4r99,vlcr6r6n,4xhj8xdm,80row98g,ynjuk9b6,psvqrlx5,uvkcgb6h,7kjgzttm,a6tg39ac,mx1c8n3s,m1qgelm3,bn6nrkkc,6n00qsxl,2deftv4a,2vw51lwe,xh2qs0u3,g1kmn7xi,8eiknyfx,d8ub0zk0,77lcqjtq,jn3iwrdp,z8c8xyl9,ogxdnhrp,3m649en3,rjd1u1cw,onztaics,ah93uv62,p3250vw2,cfzufdhj,en4wdz1j,bsgl1l5l,pbyjx81u,2knlu085,blnwsqb5
0,0.6273999810218811,0.6435999870300293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6723999977111816,0.5716000199317932,0.0,0.6832000017166138,0.0,0.6543999910354614,0.0,0.0,0.0,0.0,0.0,0.8181999921798706,0.0,0.0,0.0,0.5608000159263611,0.0,0.0,0.6013000011444092,0.0,0.0,0.7084000110626221,0.0,0.0,0.6507999897003174,0.553600013256073,0.0,0.0,0.5716000199317932,0.5860000252723694,0.0,0.0,0.0,0.0,0.5464000105857849,0.0,0.0,0.5788000226020813,0.0,0.0,0.5896000266075134,0.0,0.0,0.0,0.5680000185966492,0.0,0.76419997215271,0.0,0.0,0.0,0.7552000284194946
1,0.07842499762773514,0.06560000032186508,0.057500001043081284,0.0,0.0,0.014349999837577343,0.0,0.007825000211596489,0.05547500029206276,0.0588500015437603,0.05232499912381172,0.014800000004470348,0.09142500162124634,0.021549999713897705,0.04089999943971634,0.03229999914765358,0.020649999380111694,0.0,0.0,0.0,0.10227499902248383,0.031224999576807022,0.0,0.0,0.08879999816417694,0.04625000059604645,0.0,0.20647500455379486,0.06082500144839287,0.0,0.04427500069141388,0.016599999740719795,0.01952500082552433,0.07702499628067017,0.06379999965429306,0.0,0.0170499999076128,0.06870000064373016,0.09525000303983688,0.0,0.023125000298023224,0.0,0.02357500046491623,0.054349999874830246,0.0,0.028075000271201134,0.07342500239610672,0.031849998980760574,0.10738823562860489,0.09952499717473984,0.0,0.03347500041127205,0.02785000018775463,0.05615000054240227,0.007375000044703484,0.09552499651908875,0.0,0.0,0.0,0.07702499628067017
2,0.11828000098466873,0.0617411769926548,0.09494117647409439,0.034258823841810226,0.0,0.014349999837577343,0.0480235293507576,0.007825000211596489,0.084564708173275,0.05538823455572128,0.04924705997109413,0.05475294217467308,0.08604706078767776,0.021549999713897705,0.06691110879182816,0.03229999914765358,0.020649999380111694,0.0,0.0,0.0,0.09091111272573471,0.031224999576807022,0.0,0.0,0.1134222224354744,0.07821176201105118,0.04272941127419472,0.2057523876428604,0.05724705755710602,0.0,0.06831111013889313,0.016599999740719795,0.01952500082552433,0.07249411940574646,0.06004706025123596,0.04018823429942131,0.0170499999076128,0.09522221982479095,0.08964706212282181,0.0,0.05475294217467308,0.0,0.02357500046491623,0.05115294083952904,0.0,0.028075000271201134,0.08769411593675613,0.031849998980760574,0.1874600052833557,0.11332631856203079,0.10029473900794983,0.03150588274002075,0.02785000018775463,0.10762222111225128,0.007375000044703484,0.08491110801696777,0.0,0.0,0.043576471507549286,0.07249411940574646
3,0.07392500340938568,0.06211249902844429,0.06515000015497208,0.018200000748038292,0.01347499992698431,0.020537499338388443,0.02551249973475933,0.02523750066757202,0.04492500051856041,0.02942500077188015,0.02616249956190586,0.029087500646710396,0.05871250107884407,0.010774999856948853,0.04503750056028366,0.01614999957382679,0.03802424296736717,0.0,0.010324999690055847,0.0,0.061124999076128006,0.015612499788403511,0.0,0.015812499448657036,0.0903882384300232,0.06782499700784683,0.029762500897049904,0.17133332788944244,0.030412500724196434,0.019075000658631325,0.03842499852180481,0.008299999870359898,0.021774999797344208,0.044337499886751175,0.03671250119805336,0.02135000005364418,0.0085249999538064,0.06894999742507935,0.04762500151991844,0.0,0.029087500646710396,0.010324999690055847,0.011787500232458115,0.027174999937415123,0.005937499925494194,0.023125000298023224,0.0465875007212162,0.03578750044107437,0.1267646998167038,0.08546250313520432,0.05954999849200249,0.016737500205636024,0.01873750053346157,0.06669999659061432,0.02251249924302101,0.06807500123977661,0.01133750006556511,0.0042500002309679985,0.04503750056028366,0.03851249814033508
4,0.065711110830307,0.07877714186906815,0.10347027331590652,0.01764848455786705,0.01347499992698431,0.020537499338388443,0.024739393964409828,0.02523750066757202,0.043563637882471085,0.0285333339124918,0.02536969631910324,0.028206059709191322,0.07630588114261627,0.04344705864787102,0.05606857314705849,0.01614999957382679,0.0558352954685688,0.020266667008399963,0.010324999690055847,0.0,0.05752941220998764,0.015139393508434296,0.0,0.09596666693687439,0.10341714322566986,0.07778823375701904,0.028860606253147125,0.19067999720573425,0.029490908607840538,0.019075000658631325,0.05660571530461311,0.008299999870359898,0.021774999797344208,0.0429939404129982,0.05422352999448776,0.02070303075015545,0.020024241879582405,0.06960000097751617,0.078166663646698,0.018957575783133507,0.04556470736861229,0.021006060764193535,0.011787500232458115,0.06501714140176773,0.020787877961993217,0.023125000298023224,0.06034117564558983,0.05660606175661087,0.13945640623569489,0.09422222524881363,0.05444571375846863,0.016230303794145584,0.01873750053346157,0.06277646869421005,0.02251249924302101,0.08320000022649765,0.030169697478413582,0.0042500002309679985,0.043672725558280945,0.03734545409679413
5,0.07858400046825409,0.06537500023841858,0.07813061028718948,0.012133332900702953,0.023724999278783798,0.013691666536033154,0.017008332535624504,0.028491666540503502,0.0364583320915699,0.032108332961797714,0.021250000223517418,0.032108332961797714,0.06115918233990669,0.03929166495800018,0.07135510444641113,0.010766666382551193,0.04151836782693863,0.04445714130997658,0.006883333437144756,0.01444166712462902,0.04463333263993263,0.028750000521540642,0.014741666615009308,0.07840833067893982,0.07676800340414047,0.05860833451151848,0.019841667264699936,0.16368800401687622,0.02903333306312561,0.015775000676512718,0.06267499923706055,0.0055333334021270275,0.024158332496881485,0.045499999076128006,0.03840833157300949,0.026342857629060745,0.013766666874289513,0.06474166363477707,0.06783333420753479,0.02342499978840351,0.0322749987244606,0.01444166712462902,0.023466667160391808,0.05457959324121475,0.039297960698604584,0.015416666865348816,0.04274166747927666,0.041450001299381256,0.11947199702262878,0.09115918725728989,0.04350833222270012,0.011158333159983158,0.012491666711866856,0.07912799715995789,0.04171666502952576,0.06342499703168869,0.030908333137631416,0.0170499999076128,0.030024999752640724,0.025675000622868538
6,0.0982000008225441,0.06946922838687897,0.09091636538505554,0.01188571471720934,0.033510204404592514,0.013691666536033154,0.03672941029071808,0.05835200101137161,0.0357142873108387,0.04887999966740608,0.020816326141357422,0.030824000015854836,0.05993599817156792,0.03771999850869179,0.07622307538986206,0.010766666382551193,0.056023530662059784,0.043568000197410583,0.006883333437144756,0.01444166712462902,0.042847998440265656,0.038311999291181564,0.014741666615009308,0.0807773619890213,0.10470370203256607,0.07649999856948853,0.033720001578330994,0.14614999294281006,0.0363520011305809,0.026089796796441078,0.07751698046922684,0.0055333334021270275,0.024158332496881485,0.055688001215457916,0.0491921566426754,0.0360959991812706,0.023711999878287315,0.06093333289027214,0.0841333344578743,0.03363199904561043,0.035360001027584076,0.014146938920021057,0.023466667160391808,0.0750867947936058,0.039297960698604584,0.015416666865348816,0.06649230420589447,0.039792001247406006,0.1339118629693985,0.09357037395238876,0.049284614622592926,0.010930612683296204,0.012491666711866856,0.11553454399108887,0.06829804182052612,0.06320784240961075,0.030277550220489502,0.028073469176888466,0.029412245377898216,0.025151019915938377
7,0.08943880349397659,0.07856615632772446,0.09112121164798737,0.0147687504068017,0.02565624937415123,0.014812500216066837,0.04515000060200691,0.04558749869465828,0.03693750128149986,0.03818750008940697,0.01991874910891056,0.02408125065267086,0.054284848272800446,0.029468750581145287,0.06804307550191879,0.014868750236928463,0.06091514974832535,0.03351384773850441,0.011675000190734863,0.013406249694526196,0.04646153748035431,0.02993124909698963,0.01548749953508377,0.07419375330209732,0.09311515092849731,0.0789249986410141,0.033137500286102295,0.12677575647830963,0.03446250036358833,0.021818749606609344,0.07033845782279968,0.004149999935179949,0.022324999794363976,0.04816250130534172,0.03920000046491623,0.03074461594223976,0.018525000661611557,0.05090624839067459,0.0836625024676323,0.02930000051856041,0.03492499887943268,0.013124999590218067,0.027812499552965164,0.06813939660787582,0.032769229263067245,0.017343750223517418,0.06440000236034393,0.042381539940834045,0.14408358931541443,0.08088000118732452,0.040043748915195465,0.010099999606609344,0.009368750266730785,0.11295882612466812,0.08435151726007462,0.07416874915361404,0.04686769098043442,0.05851515009999275,0.03480000048875809,0.030537499114871025
8,0.09810555726289749,0.11222222447395325,0.09105555713176727,0.014541538432240486,0.025261538103222847,0.023600000888109207,0.0500529408454895,0.04354626685380936,0.03854925557971001,0.044417910277843475,0.04049552232027054,0.03658507391810417,0.05347462743520737,0.028575757518410683,0.07915428280830383,0.014868750236928463,0.06970000267028809,0.03300606086850166,0.011675000190734863,0.031357575207948685,0.04507462680339813,0.0376882366836071,0.023766154423356056,0.07608450949192047,0.14448311924934387,0.07428235560655594,0.03213333338499069,0.11461621522903442,0.03341818228363991,0.021483076736330986,0.0817277804017067,0.013378461822867393,0.022324999794363976,0.04532941058278084,0.038735292851924896,0.03027878701686859,0.021987879648804665,0.0516238808631897,0.08427605777978897,0.03501492366194725,0.03952941298484802,0.02264242433011532,0.03662153705954552,0.0679304376244545,0.039133332669734955,0.017343750223517418,0.0708695650100708,0.054510146379470825,0.1542835384607315,0.08529014140367508,0.0376882366836071,0.02292727306485176,0.017630768939852715,0.11456986516714096,0.0848463773727417,0.09601689875125885,0.05872835963964462,0.05764178931713104,0.0461696982383728,0.03838181868195534
9,0.08891084045171738,0.11643332988023758,0.08660487830638885,0.013290000148117542,0.020524999126791954,0.019175000488758087,0.05606341361999512,0.03938499838113785,0.035110000520944595,0.04055308550596237,0.03930500149726868,0.039130862802267075,0.043692681938409805,0.029540739953517914,0.06840493530035019,0.017589999362826347,0.05779999867081642,0.026893828064203262,0.010634999722242355,0.025869999080896378,0.03728394955396652,0.03203500062227249,0.020395061001181602,0.0675249993801117,0.14992643892765045,0.08658765256404877,0.026510000228881836,0.10760000348091125,0.0314750000834465,0.02027999982237816,0.0774146318435669,0.010870000347495079,0.01785999909043312,0.042615000158548355,0.03292499855160713,0.030331706628203392,0.018139999359846115,0.0473099984228611,0.08629756420850754,0.029324999079108238,0.03863000124692917,0.027664197608828545,0.03589000180363655,0.06561463326215744,0.031886421144008636,0.01521500013768673,0.06217073276638985,0.05591604858636856,0.16783182322978973,0.0845445767045021,0.04282962903380394,0.026680000126361847,0.01432500034570694,0.11159058660268784,0.0882926806807518,0.09440987557172775,0.05003902316093445,0.050863415002822876,0.037619754672050476,0.03615500032901764
