,czfgzpvs,0r9eeqse,fo51d20g,yw207knt,d2q8s8wj,jurr1nh2,dcnk9qo7,xd7iccq8,o1iyw796,qhrlpo2h,62gubm19,fnaccluq,cdw5bzw2,xigh9ya2,20t56dyv,a0fr9r1q,9au14bs3,30rd4zn6,co53svzl,vn5jsmlw,d8yyz5hd,9hpfl2ss,plhkxnb6,fktja4br,h37q7q6g,3x3mzumd,x9r9fr98,u7hipyru,kv2u9knc,f1klbgwd
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7444000244140625,0.0,0.0,0.6651999950408936,0.5734000205993652,0.6651999950408936,0.5824000239372253,0.0,0.0,0.0,0.0,0.0,0.0,0.5644000172615051,0.7911999821662903,0.0,0.0,0.0,0.5680000185966492,0.0,0.7731999754905701,0.701200008392334
1,0.028975000604987144,0.013450000435113907,0.028075000271201134,0.0,0.033649999648332596,0.0,0.0,0.023125000298023224,0.05367499962449074,0.0,0.0,0.10627499967813492,0.08602499961853027,0.062449999153614044,0.036400001496076584,0.028699999675154686,0.0,0.015475000254809856,0.0,0.0,0.02694999985396862,0.03527500107884407,0.07167500257492065,0.0,0.014800000004470348,0.009850000031292439,0.03550000116229057,0.0,0.09745000302791595,0.10807500034570694
2,0.028975000604987144,0.04776470735669136,0.06597647070884705,0.034258823841810226,0.033649999648332596,0.0,0.0,0.023125000298023224,0.050517648458480835,0.0,0.0,0.12128420919179916,0.07646666467189789,0.09326666593551636,0.034258823841810226,0.0625411793589592,0.0,0.015475000254809856,0.0,0.0,0.060682352632284164,0.03319999948143959,0.10646666586399078,0.03298823535442352,0.014800000004470348,0.009850000031292439,0.06951110810041428,0.0,0.11737778037786484,0.0960666686296463
3,0.014487500302493572,0.04143749922513962,0.04064999893307686,0.018200000748038292,0.030412500724196434,0.007287499960511923,0.0,0.06017500162124634,0.03603636473417282,0.0,0.010212499648332596,0.0924374982714653,0.05795000120997429,0.05246249958872795,0.018200000748038292,0.05117499828338623,0.014712500385940075,0.02827499993145466,0.0125749995931983,0.010437499731779099,0.03693750128149986,0.027037499472498894,0.07772500067949295,0.017525000497698784,0.007400000002235174,0.008500000461935997,0.0521249994635582,0.0,0.09396249800920486,0.05403750017285347
4,0.014487500302493572,0.052880000323057175,0.09716666489839554,0.03680000081658363,0.030412500724196434,0.007287499960511923,0.017321212217211723,0.05835151672363281,0.03603636473417282,0.01666666753590107,0.041647057980298996,0.09685405343770981,0.05882285535335541,0.0493764691054821,0.01764848455786705,0.08099428564310074,0.030933333560824394,0.04386666789650917,0.0125749995931983,0.010437499731779099,0.0546470582485199,0.04067058861255646,0.07315294444561005,0.016993939876556396,0.024169696494936943,0.008500000461935997,0.05803529545664787,0.0,0.08843529224395752,0.05085882171988487
5,0.011891666799783707,0.09408800303936005,0.08865000307559967,0.026066666468977928,0.049330610781908035,0.013691666536033154,0.022749999538064003,0.054563265293836594,0.024269387125968933,0.01145833358168602,0.03615833446383476,0.0746583342552185,0.08065306395292282,0.034974999725818634,0.019466666504740715,0.07244081795215607,0.03981224447488785,0.03567500039935112,0.008383333683013916,0.01564166694879532,0.056310202926397324,0.032991666346788406,0.06318332999944687,0.011683333665132523,0.026916665956377983,0.01075000036507845,0.04559166729450226,0.0,0.06997500360012054,0.036024998873472214
6,0.011891666799783707,0.09046923369169235,0.12541428208351135,0.02502400055527687,0.0581200011074543,0.025224490091204643,0.03463999927043915,0.05749019607901573,0.055262744426727295,0.027688000351190567,0.03471200168132782,0.0676150918006897,0.08569056540727615,0.03357600048184395,0.019069388508796692,0.06960000097751617,0.03981224447488785,0.04301600158214569,0.029759999364614487,0.01564166694879532,0.06035200133919716,0.07077735662460327,0.08030769228935242,0.011444898322224617,0.03554400056600571,0.0277795922011137,0.05877647176384926,0.013869388028979301,0.07785384356975555,0.03458400070667267
7,0.00891875009983778,0.08258787542581558,0.12231515347957611,0.01954999938607216,0.04470769315958023,0.024981249123811722,0.034181248396635056,0.04852923005819321,0.04335999861359596,0.041366152465343475,0.030706249177455902,0.05599375069141388,0.06987076997756958,0.03235076740384102,0.014600000344216824,0.06670153886079788,0.030012307688593864,0.037025000900030136,0.02980625070631504,0.01717500016093254,0.07092726975679398,0.07339394092559814,0.09481231123209,0.022618750110268593,0.03006250038743019,0.03305625170469284,0.07133333384990692,0.010618750005960464,0.0741875022649765,0.027018750086426735
8,0.008781538344919682,0.08321765065193176,0.13719473779201508,0.02112727239727974,0.06515882164239883,0.02459692396223545,0.08176666498184204,0.05490000173449516,0.0481058806180954,0.04073939472436905,0.02977575734257698,0.05578550696372986,0.07575774937868118,0.05590144917368889,0.02581818215548992,0.0798514261841774,0.03668059781193733,0.04239403083920479,0.03112727217376232,0.027975384145975113,0.07634706050157547,0.09866301715373993,0.11309999972581863,0.029121212661266327,0.03622686490416527,0.041096970438957214,0.06923529505729675,0.02210909128189087,0.11183561384677887,0.026200000196695328
9,0.020054999738931656,0.08652195334434509,0.13809195160865784,0.017430000007152557,0.05903703719377518,0.02608500048518181,0.09456385672092438,0.05224691331386566,0.043753087520599365,0.03319506347179413,0.02456500008702278,0.05138999968767166,0.08255903422832489,0.04912098869681358,0.02597000077366829,0.07674146443605423,0.036632098257541656,0.043630000203847885,0.03203999996185303,0.033496297895908356,0.07026024162769318,0.1172047033905983,0.11016585677862167,0.032464999705553055,0.058187950402498245,0.046523455530405045,0.07775421440601349,0.0314750000834465,0.1315348893404007,0.021615000441670418
